title,stars,text,publishedAtDate,likesCount,name,reviewerNumberOfReviews,isLocalGuide,responseFromOwnerDate,responseFromOwnerText,originalLanguage,publishAt,rating,reviewContext/Meal type,reviewContext/Noise level,reviewContext/Parking,reviewContext/Parking options,reviewContext/Parking space,reviewContext/Price per person,reviewContext/Seating type,reviewContext/Service,reviewContext/Vegetarian options,reviewDetailedRating/Atmosphere,reviewDetailedRating/Food,reviewDetailedRating/Service,reviewId,reviewImageUrls/0,reviewImageUrls/1,reviewOrigin,reviewUrl,reviewerId,reviewerPhotoUrl,reviewerUrl,textTranslated,translatedLanguage,visitedIn,reviewImageUrls/2,reviewImageUrls/3,reviewContext/Wait time,reviewImageUrls/4,reviewImageUrls/5,reviewContext/Group size,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewImageUrls/10,reviewImageUrls/11,reviewContext/Recommended dishes,reviewContext/Reservation,reviewContext/Dietary restrictions,reviewContext/Kid-friendliness,reviewContext/Special events,reviewContext/Special offers,is_spam,spam_reasons,word_count,char_count
Catering Solutions,2,,2022-01-07T06:48:52.715Z,0,BIKASH,11,True,,,,3 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNtX2J2WG5BRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNtX2J2WG5BRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICm_bvXnAE%7CCgwI1MTfjgYQ2Ib51AI%7C?hl=en,109928707693810526444,https://lh3.googleusercontent.com/a-/ALV-UjXxIubhQq6f1h2qWcluj5H9d2TQrY4BypGo1Yk00ClQ2nfGEjXf=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/109928707693810526444?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2021-10-18T00:22:45.981Z,0,Nangai Supramaniam,1,False,,,,3 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNHMFBfaW5RRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHMFBfaW5RRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICG0P_inQE%7CCgwI1fyyiwYQ4M2S1AM%7C?hl=en,104542309660542916797,https://lh3.googleusercontent.com/a-/ALV-UjX8CKeq2lP7BW3PWOMzcQj4TTTKj3zBs42YWIId6hl9OZKglk9FMA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/104542309660542916797?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,1,这地点并没有对外开放。。。所以评价对我来说比较没有意义。。工作需要，我个人才会来这里。。。,2021-05-07T04:56:54.208Z,0,Lee wu Wong,22,False,,,zh,Edited 4 years ago,,,,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR5OVp6bk5REAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR5OVp6bk5REAE!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIDy9ZznNQ%7CCgsIlpHThAYQ2M-cYw%7C?hl=en,111574552554097808662,https://lh3.googleusercontent.com/a/ACg8ocI5bBvExZQqrk2KuiILJwb61NoLwCqMMF0_l_HHwLRlmPZYew=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/111574552554097808662?hl=en,This place is not open to the public... So the review is meaningless to me... I only come here for work...,en,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (45 < 50),1,45
Catering Solutions,5,,2021-03-29T00:50:00.210Z,0,Ammu Ananthi,12,False,,,,4 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNLcEsyQmx3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNLcEsyQmx3RRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICKpK2BlwE%7CCgsIuMiEgwYQ-O6ZZA%7C?hl=en,107218377285718929832,https://lh3.googleusercontent.com/a/ACg8ocI-mCwM5dqEmHCFwG9SZNcSGQ-7aTjc27-VmJAWgYk6xwv-Ug=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/107218377285718929832?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2021-03-03T10:09:00.132Z,0,Harcharan Raj,29,True,,,,4 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUR5eW8tQm1nRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5eW8tQm1nRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIDyyo-BmgE%7CCgsIvMD9gQYQgP6TPw%7C?hl=en,116162624981969502135,https://lh3.googleusercontent.com/a/ACg8ocL97BvBoHkPgzWSsFcNmK7HOmbIOVi3-g7UY3B_dol5wocyaA=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/116162624981969502135?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,4,,2021-02-28T13:21:57.589Z,0,habib habib,9,True,,,,4 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUR5X0k3WGhnRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUR5X0k3WGhnRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIDy_I7XhgE%7CCgwI9bHugQYQ0PenmQI%7C?hl=en,114854511482417803342,https://lh3.googleusercontent.com/a-/ALV-UjU3-72f4vJBb8SpCmgGdNhp_f09CaOaZsjtHpTzBs8obdUo-fKf7Q=s1920-c-rp-mo-ba3-br100,https://www.google.com/maps/contrib/114854511482417803342?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,1,,2021-01-24T13:51:55.321Z,0,Teju Vemula,0,False,,,,4 years ago,,,,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN5a3VxWFBBEAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN5a3VxWFBBEAE!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICykuqXPA%7CCgwI-_a1gAYQiIyymQE%7C?hl=en,111070484414767949730,https://lh3.googleusercontent.com/a-/ALV-UjU0HSJAvePsjBQY6aw6YLlAw3KQ3GvUSpo65nLfdQQqaicDU4uW0A=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/111070484414767949730?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2020-12-09T07:22:38.826Z,0,Roy Yong,150,True,,,,4 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURpLVpMYzh3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURpLVpMYzh3RRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIDi-ZLc8wE%7CCgwIvvbB_gUQgIqXigM%7C?hl=en,116444563828732583131,https://lh3.googleusercontent.com/a/ACg8ocLpezyHSeM-csoBvYPun5BR4bNk4yNiHJt8bJszyBdckS5MfA=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/116444563828732583131?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2020-07-03T14:15:02.571Z,0,Gaurav Kumar,0,False,,,,5 years ago,,,,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM4dXZUYUNnEAE,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUM4dXZUYUNnEAE!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIC8uvTaCg%7CCgwI5vr89wUQ8NuskAI%7C?hl=en,104317919088064062867,https://lh3.googleusercontent.com/a/ACg8ocJebxiuuHxC00xWoDX3L9flRVOC4zvd_zBFwU966lcavls8AGq_=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/104317919088064062867?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2020-05-22T11:04:54.337Z,0,Joy Akshay,7,True,,,,5 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURjdVAycTZBRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURjdVAycTZBRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgIDcuP2q6AE%7CCgwI1uOe9gUQqLvroAE%7C?hl=en,115512688304555359032,https://lh3.googleusercontent.com/a-/ALV-UjVu1to11ESPLKIrSx-nBDqt4Xl7GXy4BPMiyDD8xXH3iZyBPyI=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/115512688304555359032?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,5,,2020-02-18T05:14:41.368Z,0,Prag Singh,0,False,,,,5 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNzajdmUWlnRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNzajdmUWlnRRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICsj7fQigE%7CCgwIweWt8gUQgNnwrwE%7C?hl=en,101097951335022613657,https://lh3.googleusercontent.com/a-/ALV-UjUCpF1MILcvldX4HuTNfO88t69IF_ra2aCI8v-gxYQ_WQfvKsTg=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/101097951335022613657?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Catering Solutions,4,,2019-12-12T00:04:42.268Z,0,Vishnuvarthan PK,7,True,,,,5 years ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNNXzdLcTl3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNNXzdLcTl3RRAB!2m1!1s0x0:0x3a47b1399f221184!3m1!1s2@1:CIHM0ogKEICAgICM_7Kq9wE%7CCgwImojG7wUQuMyPgAE%7C?hl=en,114025011468991462022,https://lh3.googleusercontent.com/a-/ALV-UjUuuoRH5zhBgWTBYzo-NaJXQTexAV7zlW906UzCKlKmHwVBJyR59g=s1920-c-rp-mo-ba2-br100,https://www.google.com/maps/contrib/114025011468991462022?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Quad Cafe @ EEE,5,"New Western Food in NTU. Chicken chop is their best seller🥰 today  I had late lunch the Grilled fish with brown sauce free 2 sides fries & mashed potatoes 🥔 and the ice milo very nice
My fren had the aglio E olio pasta with bacon.",2025-08-26T08:36:16.173Z,0,Jeanie Lee,9,False,,,en,a day ago,,Lunch,,NTU Wee Kim Wee School of Communication and Information 31 Nanyang Link,,Plenty of parking,SGD 1–10,"Indoor dining area, Outdoor patio / terrace",,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT210MWMxQnBkMFZpYkdaWGJHaDZTV0Z1VWtzeGNXYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90Av7-c-0IRDnkz-HzGE3jRFTcFt06VolDX4sqajM20F-WI7BKgamlbKoae5_nf0BfQciUTA7y61cXGT41SdZBG5YLWMRz286cLAOwcbo1YjPP-709VIY9KSmzxgQU9hyay_yxW4oV95z8u9,https://lh3.googleusercontent.com/geougc-cs/AB3l90CaQh6nEttkfzgUvUMYqQsn9E_iYlEeW4wL75CpN0LkYBratkH1PEISU8tZDWoev_i5XKGTJPHP-1xNF-YcVwzpoYxa0El-BqyOTU3QoaAKB4Vv7EikxGKQGIYhvwhoxz_zxmRJzwN3507d,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT210MWMxQnBkMFZpYkdaWGJHaDZTV0Z1VWtzeGNXYxAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CAIQACodChtycF9oOmt1c1Bpd0VibGZXbGh6SWFuUksxcWc%7C0cfM7-9LQ2r%7C?hl=en-US,115256540245176351696,https://lh3.googleusercontent.com/a-/ALV-UjVVklGgU1oswYWbPm5jIhDz3NVc6lPbtpVlvkseolGy9yOGqz1O=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/115256540245176351696?hl=en-US,,,,,,,,,,,,,,,,,,,,,,False,,46,230
Quad Cafe @ EEE,5,Good chicken chop!,2025-08-23T02:36:54.757Z,0,Jacky Chan,4,False,,,en,5 days ago,,,"Quiet, easy to talk",,,,SGD 1–10,,Dine in,,4.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2pnMVJsUm5USGswUjJOZlFVcEpaeTFLUTNCVE9YYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pnMVJsUm5USGswUjJOZlFVcEpaeTFLUTNCVE9YYxAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CAIQACodChtycF9oOjg1RlRnTHk0R2NfQUpJZy1KQ3BTOXc%7C0ceH_5h7J72%7C?hl=en-US,105480241880833934945,https://lh3.googleusercontent.com/a/ACg8ocKbDoxJx1Vq90Qw6zB6eRt1Q6zeBLAVBBlAl0wZm7hiyD6XfA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/105480241880833934945?hl=en-US,,,,,,,,,,,,,,,,,,,,,,True,Too few words (3 < 10); Too few characters (18 < 50),3,18
Quad Cafe @ EEE,5,"Try the fried rice, it is a must.

The chicken chop is amazing, very filling.",2025-08-19T07:51:43.086Z,0,Kwong Kok Zeng,3,False,,,en,a week ago,,,,,,,SGD 1–10,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT2tSWmMwOTVWalpZUVY5bVRWaFJkSEJETTJGc1VsRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tSWmMwOTVWalpZUVY5bVRWaFJkSEJETTJGc1VsRRAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CAIQACodChtycF9oOkRZc095VjZYQV9mTVhRdHBDM2FsUlE%7C0cd1oE48IkT%7C?hl=en-US,118272980031691157742,https://lh3.googleusercontent.com/a/ACg8ocJmOu25wTxz6AxSktzcM3N5i0Bu-e04ctH4fe9uvYUw1nGjCWw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/118272980031691157742?hl=en-US,,,,,,No wait,,,Suitable for all group sizes,,,,,,,,,,,,,False,,15,77
Quad Cafe @ EEE,5,"fast and good food, very reasonable price. Fried rice is especially good",2025-08-19T07:50:43.934Z,0,Amberlie Yap,2,False,,,en,a week ago,,,,,,,SGD 1–10,,,,5.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT25CQlRIQjFPVUZWUzFaV01qQlJTMWczVGt4M1NVRRAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90BX1YhbQbjKOwSpvjF-KRWgGsvtyS3dE8j8QE2j3ooGg3CrZ3HFVD-xh271LtcSNm693GA-bez_CY_0kVW3P8JBkdTKKmWGT4ReXSfV-Mdx8IJzHD5FaUbKWibDag0cTlxPtJcylc0ycPMu,https://lh3.googleusercontent.com/geougc-cs/AB3l90AgsDNkMVPq9KzRRUQ0vJ3J6SEgUFP4uQLt1ONX_nPwmdIfLsBbL4EkLAFq5IMM5v00A_WY_62qh9S8UnBOYCUwbtmfrivt9vWj35NZ1GhAsHgzDHBANz0gumcrXkFSZx2l1HVVMlSQjnlA,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT25CQlRIQjFPVUZWUzFaV01qQlJTMWczVGt4M1NVRRAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CAIQACodChtycF9oOnBBTHB1OUFVS1ZWMjBRS1g3Tkx3SUE%7C0cd1nIrhjR3%7C?hl=en-US,108998679123647896935,https://lh3.googleusercontent.com/a/ACg8ocL7f9XuzsMTdp0ttAaTTtrO_A7aNxwWNReEuhtaZkCIqfkQXw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/108998679123647896935?hl=en-US,,,,,,No wait,,,3-4 people,,,,,,,,,,,,,False,,12,72
Quad Cafe @ EEE,4,Great food & good service,2025-08-07T04:00:28.856Z,0,Daniel Surjawan,292,True,,,en,3 weeks ago,,Lunch,,,,,SGD 1–10,,Dine in,,4.0,5.0,5.0,Ci9DQUlRQUNvZENodHljRjlvT205UWVITnNWM2R1VFVORmMydEdlVE53V0hOMFVYYxAB,https://lh3.googleusercontent.com/geougc-cs/AB3l90BWr8B7qg6_YA8ontsZwqdO4FH4UHovlm_FtVTR52-F7vDuuczLs7dbry-Ho08dufIY6sbr-Tk8Qxb8BAWmRe9370abQGg83Cxgl1yKTOUv20JxkxDHqcjcCIxNV6Q7slmbozoDlJeYvcoK,https://lh3.googleusercontent.com/geougc-cs/AB3l90D_CFa0hVwdag0JR_rudw1vy4gSJjYjwmEZl6Et5b6GblMGLpZIR1Qc-N0UnYnfEnMQpCTX2f2Sv5RLuAUlNZM2GsAa83r8PnSuwUyUza8WKZIYep8Y4idaBnbnQvS8uWMhV6ItakkGbq4l,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT205UWVITnNWM2R1VFVORmMydEdlVE53V0hOMFVYYxAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CAIQACodChtycF9oOm9QeHNsV3duTUNFc2tGeTNwWHN0UXc%7C0c_1IRn45lt%7C?hl=en-US,103627708468955349567,https://lh3.googleusercontent.com/a-/ALV-UjV4MqGyLG9TserT3kiLQKDgWPKnVKxipumgwWrK1vrdUgTueP5S3w=s1920-c-rp-mo-ba6-br100,https://www.google.com/maps/contrib/103627708468955349567?hl=en-US,,,,,,,,,,,,,,,,,,,,,,True,Too few words (5 < 10); Too few characters (25 < 50),5,25
Quad Cafe @ EEE,4,"Great food, great drinks, great staff

Not-so-great greasy atmosphere from the constant deep-frying operation. But they do offer outdoor seats with fans",2024-10-10T07:39:18.900Z,0,TropicalTorpedo,5,False,,,en,10 months ago,,Lunch,,,,,SGD 10–20,,Dine in,,4.0,5.0,5.0,ChdDSUhNMG9nS0VJQ0FnSURuNi1UNnZ3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURuNi1UNnZ3RRAB!2m1!1s0x0:0x27a2738910d7cc7b!3m1!1s2@1:CIHM0ogKEICAgIDn6-T6vwE%7CCgwIpomeuAYQiJmzrQM%7C?hl=en-US,101899850266201538295,https://lh3.googleusercontent.com/a-/ALV-UjXgtFOsK3hC7oY6AT1pjDG51e0a4hCMQSDhbg5VvrITqrFkh2vk=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/101899850266201538295?hl=en-US,,,,,,,,,,,,,,,,,,,,,,False,,22,152
yihuatminiwok2,1,油油的炒饭 难吃,2024-06-04T06:10:01.308Z,0,何少文,1,False,,,zh,a year ago,,,,,,,,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN6N2NfQmx3RRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN6N2NfQmx3RRAB!2m1!1s0x0:0x5367955356118da8!3m1!1s2@1:CIHM0ogKEICAgICz7c_BlwE%7CCgwIud_6sgYQkJr5kgE%7C?hl=en-US,102866566334741722740,https://lh3.googleusercontent.com/a/ACg8ocJ3K8RMGvvb22exaCEJwUZDBzGgjsqBE7XuXXviuIwCUvq_-A=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/102866566334741722740?hl=en-US,The greasy fried rice is unpalatable,en,,,,,,,,,,,,,,,,,,,,True,Too few words (2 < 10); Too few characters (8 < 50),2,8
Encik Tan,1,"Visited on 21 July at noon. The 2 staff, a malay guy and china woman, at the stall looked gloomy and totally uninterested to work. The malay guy who was the cashier did not even bother to have eye contact when taking orders and collecting payment. When I asked for kway teow, the china woman rudely replied that there is no kway teow as if it was a sin to eat kway teow.",2025-07-22T03:43:34.380Z,0,Raymond Eng,11,False,,,en,a month ago,,,,,,,,,,,1.0,1.0,1.0,Ci9DQUlRQUNvZENodHljRjlvT21sdWJYUjRlWFZOWkVsWGJETmlSVTlKZDNodU1WRRAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT21sdWJYUjRlWFZOWkVsWGJETmlSVTlKZDNodU1WRRAB!2m1!1s0x0:0xb789ecc4252af19a!3m1!1s2@1:CAIQACodChtycF9oOmlubXR4eXVNZElXbDNiRU9Jd3huMVE%7C0cUkYaLfZRc%7C?hl=en,110943703313191156098,https://lh3.googleusercontent.com/a/ACg8ocIdL-u6WCNeGLvRSFEnHXfxrkF8MTE_jdR6lPUofttnNkQWiA=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/110943703313191156098?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,73,370
Encik Tan,1,,2025-07-03T00:01:40.954Z,0,Lionel Lim,8,False,,,,a month ago,,,,,,,,,,,,,,Ci9DQUlRQUNvZENodHljRjlvT2pWcE9FVnNhRE5UVVVseWFHbFdRak51V2poa1IzYxAB,,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2pWcE9FVnNhRE5UVVVseWFHbFdRak51V2poa1IzYxAB!2m1!1s0x0:0xb789ecc4252af19a!3m1!1s2@1:CAIQACodChtycF9oOjVpOEVsaDNTUUlyaGlWQjNuWjhkR3c%7C0cORWZsuw8T%7C?hl=en,112086566576033352846,https://lh3.googleusercontent.com/a/ACg8ocITDIPCMtOpALJTDuATyK-9UN7uKVCJz_KGE4tiGey4yCq17A=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/112086566576033352846?hl=en,,,,,,,,,,,,,,,,,,,,,,True,Too few words (1 < 10); Too few characters (3 < 50); Duplicate of review #3,1,3
Encik Tan,1,only got 3 small pieces of chicken 😢 it used to be a full cutlet.. thats crazy..,2025-04-01T11:12:07.710Z,0,vivienne ching,73,True,,,en,4 months ago,,,,,,,,,,,,,,ChZDSUhNMG9nS0VJQ0FnTUNJLXVhakV3EAE,https://lh3.googleusercontent.com/geougc-cs/AB3l90CcKQKFLKQXBPUqftjHFZBsYmvsZo13-MKjvM82XMr2DJTlXPVC7_Au-OA_xBwGoXM5yR0PQ3VFaLeexqYbchyZ76Ge9fVPT_M0zv2ZvdjoCdkSnoXHQFjdCs2HYod18Xq67pN8MQ,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUNJLXVhakV3EAE!2m1!1s0x0:0xb789ecc4252af19a!3m1!1s2@1:CIHM0ogKEICAgMCI-uajEw%7CCgwIh5SvvwYQ8I7Q0gI%7C?hl=en,116233495844891462427,https://lh3.googleusercontent.com/a-/ALV-UjVsbdSfidnHd3IXASFWMSXqpxyovSdYRyCeh1JHEbHBdNXgSq1lVQ=s1920-c-rp-mo-ba4-br100,https://www.google.com/maps/contrib/116233495844891462427?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,17,80
Encik Tan,1,"Went to Encik Tan at NTU north spine canteen today and order chicken cutlet curry rice. Request for more curry gravy on rice and staff told me extra curry will costs additional $1. I was stunned. I did not expect a full bowl of curry but extra gravy to cover the rice as I like my rice soaked in gravy (see pic that the rice is clumped together and not every grain is covered with gravy). I mean it is personal preference and others may request for lesser gravy so they should not be loss. Will vendor charge less if asked for lesser gravy? In addition, it is common that most stalls usually more than happy to provide extra curry gravy. Further this stall is located in NTU where majority are students who are not working and the additional $1 for extra gravy is unjustifiable and ripped off. If there is miscommunication like the cost refers to separate bowl of substantiate amount of gravy, this should be communicated but the staff did not mentioned anything or clarified what I am asking for. Very bad experience and will never patronise this stall. A ripped off and unethical business model in NTU. Beware.",2025-03-27T15:04:35.813Z,0,David,4,False,,,en,5 months ago,,Lunch,,,,,$1–10,,Dine in,,1.0,1.0,1.0,ChZDSUhNMG9nS0VJQ0FnTUR3cmM3UVFREAE,https://lh3.googleusercontent.com/geougc-cs/AB3l90CO1LfbTqsDJx6Y_QwgVt5eT3X9_ZbZ5JHwmLj8ttlkbB6NXoL8IETdbltYGQEpjuZrvqhc0V_R5o5f4mhDe2_wO7i0vWE5zFzxhZymGaq8ZUj9macFLlW_VQ3Vo8MjTcmycY0L,,Google,https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnTUR3cmM3UVFREAE!2m1!1s0x0:0xb789ecc4252af19a!3m1!1s2@1:CIHM0ogKEICAgMDwrc7QQQ%7CCgwIg9KVvwYQwLqEhAM%7C?hl=en,108378444453848734519,https://lh3.googleusercontent.com/a/ACg8ocLJWTtLH4mFc9OxLcxtkl7NCWgYt-G4Q8HeZ-iJn1gmK1ytyw=s1920-c-rp-mo-br100,https://www.google.com/maps/contrib/108378444453848734519?hl=en,,,,,,,,,,,,,,,,,,,,,,False,,201,1112
