"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewContext/Reservation recommended","reviewContext/Visited on","reviewContext/Wait time","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewImageUrls/11","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19","reviewImageUrls/20","reviewImageUrls/21","reviewImageUrls/22","reviewImageUrls/23","reviewImageUrls/24","reviewImageUrls/25","reviewImageUrls/26","reviewImageUrls/27","reviewImageUrls/28","reviewImageUrls/29","reviewImageUrls/30","reviewImageUrls/31","reviewImageUrls/32"
"Novena (Tampines)","5","Albert, the manager  has been most helpful and friendly . He is professional and patient with his customer to attend to my special request and customisation for the sofa. Great follow up sales too. Thank you for the excellent service !","2024-09-25T04:39:56.222Z","0","Soo Gek Teo","17","true","2024-09-25T06:13:54.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","11 months ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNubXJQSm5BRRAB","https://lh3.googleusercontent.com/geougc-cs/AB3l90B-njWgWI91Z_XF6tqpFLYiWA1SzCnQtPcpB9FuGm6mCcmE3zJXE5SctOz0dwfMLs1qgchCZxMYDUY5E1HJnUjMHHNdFv6qrb5ZVl8tQ2fssTSRueLOudLchnxI8wKg_z3A7u8B",,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNubXJQSm5BRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICnmrPJnAE%7CCgsInKjOtwYQwM6Kag%7C?hl=en","113178072346005579268","https://lh3.googleusercontent.com/a/ACg8ocJjaUxHLBql8-5DsyjlAimizIXiZ1tzxwql-cGzA3y4ijKvsKtV=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/113178072346005579268?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Great service from Edwiin, good product knowledge and share tips with us.
Give suggestions on colour to choose that can match our existing furniture.","2024-09-21T09:36:40.641Z","0","Lilian Lim","74","true","2024-09-23T09:22:51.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","11 months ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSURIMy1uemJ3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURIMy1uemJ3EAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDH3-nzbw%7CCgwIqKe6twYQoJ_VsQI%7C?hl=en","104856906676408549336","https://lh3.googleusercontent.com/a/ACg8ocJJvWe629q22LRrjwRY1J001BEtjfZaHeAfuA8Z0LiXO3Jx7Q=s1920-c-rp-mo-ba4-br100","https://www.google.com/maps/contrib/104856906676408549336?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Very smooth and pleasant purchases. Thank you Kristal for assisting my family.","2024-09-13T08:40:35.045Z","0","Debra Jean","2","false","2024-09-13T09:42:23.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","11 months ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSURIek5iSWV3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURIek5iSWV3EAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDHzNbIew%7CCgsIg_WPtwYQ4NTBFQ%7C?hl=en","109266703349881704229","https://lh3.googleusercontent.com/a-/ALV-UjXsinCQ6FkgvhIVy_ETQq8b-jRq4H9StwbcDJa1xH06udVbEAiJ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109266703349881704229?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Kristal is amazing!! ♥️♥️♥️ thank you for your service!!!","2024-09-08T07:59:31.519Z","0","mariana abdul manan","8","false","2024-09-09T06:19:40.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","11 months ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNIdzZmT3lnRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNIdzZmT3lnRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICHw6fOygE%7CCgwI47L1tgYQ-PHT9wE%7C?hl=en","116668183374113784398","https://lh3.googleusercontent.com/a-/ALV-UjWnuWGlVaqms0Gb50T3FaiEJw_aVFNiEZ7nsfwxPF4e1rFE32V7=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116668183374113784398?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Sale person albert briefed & guided us throughout the process of finding our forever bedroom beds.Good & honest in explaining every parts of the bed.should recommend all to find him when purchasing","2024-09-07T08:30:42.928Z","0","Dannial Amir","3","false","2024-09-09T06:19:35.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","11 months ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNIdGJDVEV3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNIdGJDVEV3EAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICHtbCTEw%7CCgwIsp7wtgYQuKjVugM%7C?hl=en","113423058692712869153","https://lh3.googleusercontent.com/a-/ALV-UjVxi7cDbmTmv2E6vxIsJcthXtCx7tzattJ5vnoj6uGrUINLPGzX=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113423058692712869153?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","1","I am totally DISAPPOINTED with this furniture store. We experienced very bad service from the salesman, Matt. He was VERY UNAPOLOGETIC when he postponed the delivery of our dining table for 2 times! We placed an order for the dining table during mid Apr and we have not received the dining table till now. It is already 3.5months! We have not experienced this at other furniture stores before. WORSE FURNITURE STORE EVER!

IF YOU CAN’T DELIVER A SIMPLE DINING TABLE THEN DON’T EVEN BOTHER TO TAKE PART AT EXPO FURNITURE FAIR!!","2024-08-02T16:35:54.622Z","0","Alicia Ng","11","false","2024-08-06T01:24:00.000Z","We are sorry to hear about your experience. Shipment may delays due to unforeseen circumstances. We would like to apologize for the inconvenience caused. We will look into it and improve our salesperson customer service.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSURiek5pWDNRRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURiek5pWDNRRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDbzNiX3QE%7CCgwI6pW0tQYQ6LrfqAI%7C?hl=en","110155723402026422585","https://lh3.googleusercontent.com/a-/ALV-UjVNz-PUD2Vq9b7kW7cxcQ80gREEjodufj328Xx2JX3CIbwWdpz2FA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110155723402026422585?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","1","Very bad service and attitude from salesman Matt. Couldn’t even deliver his promises after two times postponements of delivery for my dining table. The first scheduled delivery was in end June while order was placed in April. Now the total delay is more than 2 months for a simple table and no definite date yet.","2024-08-01T07:29:19.050Z","0","Tony Chen","24","true","2024-08-02T02:22:13.000Z","We are sorry to hear about your experience. Shipment may delays due to unforeseen circumstances. We would like to apologize for the inconvenience caused. We will look into it and improve our salesperson customer service.","en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSURic09MWGZnEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURic09MWGZnEAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDbsOLXfg%7CCgsIz_KstQYQuJWMGA%7C?hl=en","106509150833775911014","https://lh3.googleusercontent.com/a/ACg8ocIw-kUySs4EbMLzGQ1Uuu8ELEF7uDu2PSeHsinYC9slzCnalA=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106509150833775911014?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","1","I just came back from your Tampines outlet.

Went in, 2 sales person didn’t even bother to acknowledge or serve.
When I asked if there are any kids bedroom sets, the person just waved off without even looking at me.
I was actually shopping for sofa set, king size with mattress and kids set. But super turn off.

Very bad service at Tampines outlet. Do not recommend to come.

Went over to maxi living, celini qnd star living, was served politely and very well.","2024-07-07T06:37:14.817Z","0","Hazirah Ishak","7","false","2024-07-08T03:58:02.000Z","We are sorry to hear about your experience. We would like to apologize for the inconvenience caused. We will look into it and improve our salesperson customer service.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNyenVxYzd3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNyenVxYzd3RRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICrzuqc7wE%7CCgwImu-otAYQ-KXjhQM%7C?hl=en","114308105106258431852","https://lh3.googleusercontent.com/a-/ALV-UjVjT0Xta26PCNsivdARGABHz28zL2snGWuM1voDtuC-k3_PQac=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114308105106258431852?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Thankful for Edwiin and his service.👍🏻","2024-05-12T11:56:41.503Z","0","E N","6","false","2024-05-13T04:10:42.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNUZ3E3Unp3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNUZ3E3Unp3RRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICTgq7RzwE%7CCgwI-dyCsgYQ0Pv67wE%7C?hl=en","108442734181632584134","https://lh3.googleusercontent.com/a-/ALV-UjVeNvc-asWIVlbJhvo75gw_Kyknm8X2C36uyIQ3PvVPT9u-kSex=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108442734181632584134?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Kristal has been very helpful in recommending a sofa that meets our needs. She is also friendly and patient with us while we are considering the various options. We appreciate her good service.","2024-05-12T08:01:45.609Z","0","SB Tan","4","false","2024-05-13T04:10:39.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNUdktHRVlBEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUdktHRVlBEAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICTvKGEYA%7CCgwI6e6BsgYQ0PXgogI%7C?hl=en","105468887152532344768","https://lh3.googleusercontent.com/a/ACg8ocJpfX71DVuKhI_uySWOjNwS03DNWgMy9UkVKh1lce9dEhs0rg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105468887152532344768?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Was attended by specialist Ten ten.
Great service and patient!","2024-05-12T04:54:20.821Z","0","Kang Lee Ching Shareen","7","false","2024-05-13T04:10:36.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUNUblBld1Z3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNUblBld1Z3EAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICTnPewVw%7CCgwI_JaBsgYQiKHPhwM%7C?hl=en","117563481692586744327","https://lh3.googleusercontent.com/a/ACg8ocLibZo9CxzWF9OsoOvwmCl7GHqKJnRA37rqqviWxbUX8tgXpQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117563481692586744327?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Albert and Alvin good service","2024-05-12T03:52:26.212Z","0","ong rosrine","1","false","2024-05-13T04:10:33.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNUbklId21nRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNUbklId21nRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICTnIHwmgE%7CCgsI-vmAsgYQsIyVZQ%7C?hl=en","113180315436307473454","https://lh3.googleusercontent.com/a-/ALV-UjUxQYV0WqVrn-JXqWzskY5glk1Q4xMZtbFajfwAWwfmgogh1zk=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113180315436307473454?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Kristal was very approachable & helpful. Thank you.","2024-05-01T08:59:54.433Z","0","Cui Ling Pang","2","false","2024-05-02T02:20:31.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSURqMHJiSHp3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURqMHJiSHp3RRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDj0rbHzwE%7CCgwIionIsQYQ-LLmzgE%7C?hl=en","109747241856041738414","https://lh3.googleusercontent.com/a/ACg8ocI9scijYfZNCK8SAmlICMbXkYGmmBKYE0gAxnWRIwrMFTCOYg=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109747241856041738414?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","I have to give her 6-stars if possible! Kristal was patience and understand our needs before recommending the right products (sofa) to us. Her pleasant personality = not pushy = we feel super comfortable under her lead. The shopping experience that Kristal has provided my family was amazing 👏 🤩","2024-05-01T08:49:45.721Z","0","jiamei lin","1","false","2024-05-02T02:20:27.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSURqMHByQ0hBEAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURqMHByQ0hBEAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDj0prCHA%7CCgwIqYTIsQYQkID61wI%7C?hl=en","112715008949551654648","https://lh3.googleusercontent.com/a/ACg8ocJNZs2m9hAlty6kR0WPHtePvoQVqNpli4yKgz4kwzDyrr4pCw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112715008949551654648?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Edwin is very helpful and patient when serving us to customized the wardrobe that we purchased. 👍. Good 5 star service.","2024-04-10T11:25:04.048Z","0","Giam Wei Kit","8","false","2024-04-11T01:02:59.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUREd1pqYV93RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUREd1pqYV93RRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgIDDwZja_wE%7CCgsIkO7ZsAYQgOOXFw%7C?hl=en","115807128197163528719","https://lh3.googleusercontent.com/a/ACg8ocKnO3lST-tAIglVZSP_TvT6cu1LKg-Vv0vjJor-rvpt-vhv5Q=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/115807128197163528719?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Edwin is a very good salesman!! 👍🏼👍🏼👍🏼","2024-03-24T08:46:48.490Z","0","Nur Nashirah","3","false","2024-03-25T01:59:14.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUNEdUllSnlRRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNEdUllSnlRRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgICDuIeJyQE%7CCgwI-ND_rwYQwMuC6gE%7C?hl=en","110884468597505224272","https://lh3.googleusercontent.com/a/ACg8ocKfPvbbb8AcqgvGOSKnoGXw7LFfDAY_b2vRXEwFURpoFw8m4w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110884468597505224272?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Assisted by Edwin who was very polite and helpful. And also very informative about questions on the sofas.","2024-03-22T11:32:42.726Z","0","Justin","8","true","2024-03-25T01:58:46.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChZDSUhNMG9nS0VJQ0FnSUQ5ajQzd1J3EAE",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQ5ajQzd1J3EAE!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgID9j43wRw%7CCgwI2tj1rwYQkOPQ2gI%7C?hl=en","101254983758841323927","https://lh3.googleusercontent.com/a/ACg8ocJHV0OU8GZOlXSuSnxEg_DbXuWrFSBSA9IhHQ6Y0uo6ct_DIw=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/101254983758841323927?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Had a great and smooth transaction at Novena. Ten Ten was very friendly and patient and i love all the options they have.","2024-03-17T06:46:55.338Z","0","Ann Estacio","5","false","2024-03-20T03:36:27.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ5M291Tnp3RRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5M291Tnp3RRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgID93ouNzwE%7CCgwI36ParwYQ2KSXoQE%7C?hl=en","108108162243581728192","https://lh3.googleusercontent.com/a-/ALV-UjXF_89Xe4rkGHBGlEWsq8KdcODElXNAT8XxnVF5YzKLfsjokevgsQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108108162243581728192?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Novena (Tampines)","5","Edwin is very helpful & patient. He attend to our quarries.","2024-03-17T05:44:31.713Z","0","Safaruan Hashim","1","false","2024-03-20T03:36:36.000Z","Thank you so much for taking your time to leave us this 5-Star review. We really appreciate you being a customer and share the word about us and our team. Your comments mean a lot to us. Looking forward to serve you again.","en","a year ago",,,,,"ChdDSUhNMG9nS0VJQ0FnSUQ5M3BLR3BnRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5M3BLR3BnRRAB!2m1!1s0x0:0x844084c73f548d49!3m1!1s2@1:CIHM0ogKEICAgID93pKGpgE%7CCgwIv4barwYQwOyw1AI%7C?hl=en","116466872193614058254","https://lh3.googleusercontent.com/a/ACg8ocJ1j8euRU6H8JO7ZUM5v6ZiY-Y1CbtWOMJujRCulSjvQOwkXvY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/116466872193614058254?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Urban Mood","5","Very nice dressing table and good delivery service","2025-08-27T09:16:11.104Z","0","Singapore Alpha","0","false",,,"en","22 hours ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xaNGRXVnRUakJIYkUwNWEyNTJTMWhxWkhGM1pYYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xaNGRXVnRUakJIYkUwNWEyNTJTMWhxWkhGM1pYYxAB!2m1!1s0x0:0xcbc01a1dce4a3c37!3m1!1s2@1:CAIQACodChtycF9oOlZ4dWVtTjBHbE05a252S1hqZHF3ZXc%7C0cfgnQ5C21S%7C?hl=en","117992710072483441574","https://lh3.googleusercontent.com/a/ACg8ocI2FGaD9Pk5BDwQnX0oUJK-y9NjbOGEGxt3FzBs858PCf8vFw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117992710072483441574?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Urban Mood","5",,"2025-08-27T07:35:10.027Z","0","O R","3","false",,,,"a day ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xWdE1qVlhabkJvY0ZJNU5qbG9TUzFrVW5sRU5YYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xWdE1qVlhabkJvY0ZJNU5qbG9TUzFrVW5sRU5YYxAB!2m1!1s0x0:0xcbc01a1dce4a3c37!3m1!1s2@1:CAIQACodChtycF9oOlVtMjVXZnBocFI5NjloSS1kUnlENXc%7C0cffJi0cF9l%7C?hl=en","107543938284499420423","https://lh3.googleusercontent.com/a/ACg8ocIhgx5LrBpuVohKYa-j2OQbfKi8Scsjc7C5RPggCcLzYA-J-zo=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/107543938284499420423?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Urban Mood","5","Delivery was efficient and helpful","2025-08-27T07:04:01.892Z","0","Tyler Anthony","2","false",,,"en","a day ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2tsdk1VVm1OM2hyZDBWM2VUSk1hM2xSZVZrelpsRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2tsdk1VVm1OM2hyZDBWM2VUSk1hM2xSZVZrelpsRRAB!2m1!1s0x0:0xcbc01a1dce4a3c37!3m1!1s2@1:CAIQACodChtycF9oOklvMUVmN3hrd0V3eTJMa3lReVkzZlE%7C0cferWpAloa%7C?hl=en","113896519275829547050","https://lh3.googleusercontent.com/a-/ALV-UjXMbTgpYNCCqFsbb1rqiCT_YzlsMXDtSm1Xar240REZJRYLNYY=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113896519275829547050?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Urban Mood","5","Fully online store with great customer service and friendly installation team

Even though u cant view the item in person, their staff is able to provide all the details necessary for you to consider before making the purchase","2025-08-27T05:15:58.599Z","0","FC C","23","true",,,"en","a day ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT213eVQxbE1NbkpTWTFKSlJtdHdiMFV6TlhoeldWRRAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT213eVQxbE1NbkpTWTFKSlJtdHdiMFV6TlhoeldWRRAB!2m1!1s0x0:0xcbc01a1dce4a3c37!3m1!1s2@1:CAIQACodChtycF9oOmwyT1lMMnJSY1JJRmtwb0UzNXhzWVE%7C0cfdHDYhS3N%7C?hl=en","107508070022231080706","https://lh3.googleusercontent.com/a/ACg8ocKy-ZDgPaPt_AY_ls7UcYEnsEdq_GLuGzis0qvsjopBnbdD1w=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/107508070022231080706?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
"Urban Mood","5",,"2025-08-27T05:02:46.253Z","0","Maliah Jamal","1","false",,,,"a day ago",,,,,"Ci9DQUlRQUNvZENodHljRjlvT2xsaFVUTTRkRXhLYUVWa2EyTkhTMmR0UmtKbVdtYxAB",,,,,,,,,,,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sCi9DQUlRQUNvZENodHljRjlvT2xsaFVUTTRkRXhLYUVWa2EyTkhTMmR0UmtKbVdtYxAB!2m1!1s0x0:0xcbc01a1dce4a3c37!3m1!1s2@1:CAIQACodChtycF9oOllhUTM4dExKaEVka2NHS2dtRkJmWmc%7C0cfd4qE6BMk%7C?hl=en","105464961021323184525","https://lh3.googleusercontent.com/a/ACg8ocIDMoSugi6RyjIGE6Py4bIm2VNt1pVzfGuCUw21XGeYVA6lyQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105464961021323184525?hl=en",,,,,,,,,,,,,,,,,,,,,,,,
