"title","stars","text","publishedAtDate","likesCount","name","reviewerNumberOfReviews","isLocalGuide","responseFromOwnerDate","responseFromOwnerText","originalLanguage","publishAt","rating","reviewId","reviewImageUrls/0","reviewImageUrls/1","reviewImageUrls/2","reviewOrigin","reviewUrl","reviewerId","reviewerPhotoUrl","reviewerUrl","textTranslated","translatedLanguage","visitedIn","reviewImageUrls/3","reviewImageUrls/4","reviewImageUrls/5","reviewImageUrls/6","reviewImageUrls/7","reviewImageUrls/8","reviewImageUrls/9","reviewImageUrls/10","reviewContext/Positive","reviewContext/Services","reviewContext/Negative","reviewImageUrls/11","reviewImageUrls/12","reviewImageUrls/13","reviewImageUrls/14","reviewImageUrls/15","reviewImageUrls/16","reviewImageUrls/17","reviewImageUrls/18","reviewImageUrls/19"
"MindChamps PreSchool @ One Raffles Place","5","Nice preschool，wonderful experience for last 2 years with all","2024-12-07T02:18:03.159Z","0","娜胡","2","false",,,"en","8 months ago",,"ChdDSUhNMG9nS0VJQ0FnSUN2d1BmdjZRRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2d1BmdjZRRRAB!2m1!1s0x0:0x1230303978b723af!3m1!1s2@1:CIHM0ogKEICAgICvwPfv6QE%7CCgsI2-DOugYQ0Oz3Sw%7C?hl=en","112248397995183083679","https://lh3.googleusercontent.com/a/ACg8ocLdusBJpRZhyo7r_5yPODOnusojxbt0F1RQcAB70dN7tRTH6A=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112248397995183083679?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"MindChamps PreSchool @ One Raffles Place","5","My daughter likes studying here, amazing school.","2024-12-07T00:55:23.818Z","0","Yiqiang Shen","5","false",,,"en","8 months ago",,"ChZDSUhNMG9nS0VJQ0FnSUN2d0xTa0pnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2d0xTa0pnEAE!2m1!1s0x0:0x1230303978b723af!3m1!1s2@1:CIHM0ogKEICAgICvwLSkJg%7CCgwI-7nOugYQqNyfhgM%7C?hl=en","105983595185591777138","https://lh3.googleusercontent.com/a/ACg8ocLy-Do2WynU_DK7LMju0ghecQr_0n-dRkQ5fa_jknG-Gji3WwE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105983595185591777138?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"MindChamps PreSchool @ One Raffles Place","5","Thanks all the teacher in mindchamp ORP for nurturing and guide my son through your his years in orp.","2024-12-07T00:55:19.032Z","0","lilian teh","2","false",,,"en","8 months ago",,"ChZDSUhNMG9nS0VJQ0FnSUN2d0xTa1VBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2d0xTa1VBEAE!2m1!1s0x0:0x1230303978b723af!3m1!1s2@1:CIHM0ogKEICAgICvwLSkUA%7CCgsI97nOugYQ-NOnDw%7C?hl=en","117215704963063621306","https://lh3.googleusercontent.com/a/ACg8ocIM1jcaCgJ4n2DTvJWb9AREa9wYaOrczh0jqi95xQNQzGBQPA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/117215704963063621306?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5",,"2024-12-10T11:09:30.380Z","0","Jiayi Hong","4","false",,,,"8 months ago",,"ChZDSUhNMG9nS0VJQ0FnSUN2aHF5UElnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUN2aHF5UElnEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgICvhqyPIg%7CCgwI6sLgugYQwKGytQE%7C?hl=en","112157273577616772491","https://lh3.googleusercontent.com/a/ACg8ocIipv_WL-p8fDkW7BBmmseUyko3ieUVyzMJnnYEa2Am2BOwrQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112157273577616772491?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5",,"2024-12-10T00:31:43.217Z","0","Kenneth Ho","21","true",,,,"8 months ago",,"ChdDSUhNMG9nS0VJQ0FnSUN2eXY3ZmdBRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUN2eXY3ZmdBRRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgICvyv7fgAE%7CCgsI75feugYQ8PvSZw%7C?hl=en","115353715374663472723","https://lh3.googleusercontent.com/a/ACg8ocK_aFJofJXe-FPdK0jaiGR1cqkZm5ptUOywnzoRpeoOVwMRrcI=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/115353715374663472723?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","Absolutely recommend Posso JE Infant Care! From the first school tour where we were introduced to Chen Laoshi, the in-charge for infant care, we were met with kindness, professionalism, and a genuine sense of care for the infants. The infants there looked so happy and it was so cute that they were welcoming to visitors too!

My boy was there since he was about 5 months old and everyday he is excited to attend school and we can really tell that he learnt a lot of social and developmental skills in school! Chen Laoshi leads a team of 4 other teachers who are all knowledgeable, attentive, and patient with our boy. It is clear they truly have a deep passion for working with infants, especially Chen Laoshi.

The teacher to infant ratio is about 1:2 or 3 at currently, the environment is warm, clean and comfortable for the infants, and there is even an indoor swimming/jacuzzi pool for the infants to enjoy! Whether it's feeding, sleep routines, or playtime, every detail is taken into consideration, and we can see the positive impact it’s having on our boy’s growth and happiness.

Communication is excellent too whether it’s daily updates, or quick responses to any questions we have, we always feel well-informed and reassured, especially by Chen Laoshi who really goes out of her way for the well-being of the infants.

Our boy has sensitive skin and is prone to eczema acting up, and the teachers have all put in extra effort and care to applying the creams for our boy diligently and making sure his skin is well maintained and clean.

Overall, we are truly grateful for the teachers' exceptional dedication. Our boy has promoted to Playgroup now and still misses Chen Laoshi, the teachers and friends over at Infant care! :D","2024-11-13T03:45:42.142Z","0","YiXuan Phua","9","false",,,"en","9 months ago",,"ChdDSUhNMG9nS0VJQ0FnSUQzbk5tcW9nRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQzbk5tcW9nRRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgID3nNmqogE%7CCgsI5sHQuQYQ2KDiQw%7C?hl=en","112653536621602195198","https://lh3.googleusercontent.com/a/ACg8ocIcnXX6YqARICgYHYm8oB-1pNipnVNHI8OExt9uH8U54uqdag=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112653536621602195198?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","I am incredibly grateful to the dedicated teachers at Posso, led by the nurturing Chen Chunrui Laoshi and her amazing team including LinNa Laoshi and teacher Ng Kim Eng. Their unwavering care and commitment to our child's development have been truly remarkable. We are consistently kept informed about our child's progress and are delighted to receive regular updates and photos showcasing her joyful experiences at school. The exceptional facilities, such as the weekly baby spa sessions at Posso Jurong, have undoubtedly added to our child's happiness. We extend our heartfelt appreciation to the teachers for their warmth and love, which our little one undoubtedly feels every day!

Posso has also a very big and spacious premises with outdoor gardening and playground (including water play). The PG/Nursery and Kindergarten teachers are also very responsive and supportive! 😀

Overall, it’s a Highly recommended preschool. Thank you immensely for your dedication and support 👍😀","2024-03-15T15:05:30.119Z","0","Adrienne Ho","37","true",,,"en","Edited a year ago",,"ChZDSUhNMG9nS0VJQ0FnSUNtaXJLLUxBEAE","https://lh3.googleusercontent.com/geougc-cs/AB3l90B45jirPTJxiZLpDK966ps8E6DtQOQ_l7IK8LaVeLLQqsEFMIEJExCWRGQSpYY_C45xYsqscKp3dnmrcyeyaOmj-ZwTFOno8cPGIT1C_AsUlBwVtJ5e0Qe1LjpAvk_BTm2bllcK","https://lh3.googleusercontent.com/geougc-cs/AB3l90C9styykWfnPkIFdTHfkT_J_n9-RbG7U5kijg-HXb2Tuin6L04mrWxFcsxeHw7MHAs9A_bAsf3DiHtiv5k6M0B1XzYJ5hKx-ULVAEY22SiBptJhwBafsEz6nKbnISafIp1XAB__yw","https://lh3.googleusercontent.com/geougc-cs/AB3l90BlDEK0M89fnH1SychV3klXHykP5qJRplE6XDf2prtX7MmVbwfFtalOOHdO0OIyWpqP6vk5O22hiAhH_CiErNmrXK-jNQtejjHBvRWbDi-JDZ0AtVw3npG8_uUR2uIEs-gYBp7dCw","Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNtaXJLLUxBEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgICmirK-LA%7CCgsIusfRrwYQqPvqOA%7C?hl=en","115200264827022862916","https://lh3.googleusercontent.com/a-/ALV-UjUxezqgXhTlWbBx2UXfMVn0QM-pSrDQ_AkQAAhbk1N5gy6-_Ytk=s1920-c-rp-mo-ba3-br100","https://www.google.com/maps/contrib/115200264827022862916?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","My two boys had fantastic time at Posso @ Jurong East. All teachers and staff helped my boys settle in with affection and patience. They made sure to keep my husband and myself updated on how our kids were doing at the start which is highly appreciated.

Admin side - amazingly quick response for any inquiries from finance to teachers.

School facilities -a huge outside play ground and green patches to grow veggies. My kids could run around and go out to smell herbs and witness veggies grow.

School curriculum - they have varied activities to keep kids happy. My kids' favorites were baking, trampolining and learning Chinese.

Many thanks to the principal, Ms Charmaine. We might have gone else where it hadn't been her passion andphilosophy towards children's eduction when we went for school tour.

I would highly recommend this institution to anyone who is after proactive and hands on teaching for their children.","2022-08-22T12:40:00.713Z","0","Jojo U","7","false",,,"en","3 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUR1d2JxM2RnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUR1d2JxM2RnEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDuwbq3dg%7CCgwIoPKNmAYQsJyH1AI%7C?hl=en","103482972709281164122","https://lh3.googleusercontent.com/a/ACg8ocI1Y_viJl7sHAty9K-oWFOZJzjka9goa8jO1jxIS9__An898djv=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103482972709281164122?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","My boy has been with Posso preschool since 2019.

We like the caring and loving environment, and how the teachers plan the many events to give the kids different learning experiences.

We enjoy reading the messages from the teachers, which keeps us informed of the progress of our child, and the photos and videos, which helps us understand what our child does and learn in school.

Lastly I wanna express my sincere gratitude to all the Teachers for all the love care and patience given to my boy.","2022-04-08T04:00:48.754Z","0","MiChElle Bao","2","false",,,"en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURXNzltQy1nRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURXNzltQy1nRRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDW79mC-gE%7CCgwI8Oa-kgYQoMvL5wI%7C?hl=en","101268354100172574285","https://lh3.googleusercontent.com/a/ACg8ocJSaahX2mB7Rutzj-esOJuErVhVNvhAVfFMMwsvI6ny3yaeSw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/101268354100172574285?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","Good school with various programs, children can enjoy cookery class, art, science, speech and drama, outdoor playground, trampoline… also have an APP to communicate with school, teachers will send some pictures every Friday. Highly recommend!","2022-03-07T22:54:42.851Z","0","Yelena Guo","3","false",,,"en","3 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUNXLS1LWERBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUNXLS1LWERBEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgICW--KXDA%7CCgwIspqakQYQ6LqPlgM%7C?hl=en","114063941961086712905","https://lh3.googleusercontent.com/a-/ALV-UjV0bSgRHDC0qwOg3gleeHd6bQ_sziWmcdp0OEel_iXeuO9FjuQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/114063941961086712905?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","5","My child has been with Posso Preschool since she was in PG to K1. I am very happy with the teaching, curriculum and extra curricular activities.
The biggest plus is the huge space that they have which the children really need to bring out their energy.
Thank you so much for everything ❤","2021-12-09T08:20:24.082Z","0","P Rao","4","false",,,"en","3 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURHODV1NVdnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHODV1NVdnEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDG85u5Wg%7CCgsIyPjGjQYQ-OOtJw%7C?hl=en","113965525599427903943","https://lh3.googleusercontent.com/a/ACg8ocJM5SHNhK_HGA6NrFCKZLtU8kCagBraDKFDBsU65IIogKWpQQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/113965525599427903943?hl=en",,,,,,,,,,,,"Responsiveness, Reliability, Quality, Professionalism, Value",,,,,,,,,,,
"Posso Preschool @ Jurong East","5","Our Son has been with Posso Pre-school since PG all the way to K2.
I could obviously see how his Positive Grow and Progress with their programs in this pre-school. (From Cookery class, Speech & Drama , Indoor Trampoline & more)
Highly recommended to any Parents out there to let your kids join this pre-school and see how they amaze you with things that they learn from there.","2021-12-06T08:47:37.436Z","0","Putra Wong","2","false",,,"en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURHcmZMR3B3RRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHcmZMR3B3RRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDGrfLGpwE%7CCgwIqZy3jQYQyMSM0AE%7C?hl=en","112920209233649545597","https://lh3.googleusercontent.com/a/ACg8ocLVSpgRaoyJra0QVGK_bGne7kPlwOzWUNp06kTTYsw7V3JCOQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112920209233649545597?hl=en",,,,,,,,,,,,"Reliability, Quality",,,,,,,,,,,
"Posso Preschool @ Jurong East","5","We have 3 children studying in Posso since 2015. Our 2nd child will be graduating from K2 this year while our littlest one is in PG currently. The standard of the school staffs, from teachers, to admin, to curricular planners and even the cleaners has always been of the highest level. The dedication of the staffs is obvious to see from their day-to-day duties as well as quarterly excursions and the annual year-end concerts. The teachers must have spent many after-school and weekend hours preparing the props and doing the rehearsal, to make the year-end concert a success. As for curriculum wise, the school is unique in the sense it advocates the ""I can"" attitude and encourages every child to explore and experience, through gardening activities, baking, science experiments and speech and drama. You don't often find a childcare which has its own cookery room, science lab, indoor trampoline gym, garden and water playground! As parents, we want the best for our children and Posso has given us that peace of mind and assurance that our children grow up in a positive and loving environment.","2021-12-05T14:25:57.603Z","0","Cheehian Tan","4","false",,,"en","3 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURHOWFyb0VnEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHOWFyb0VnEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDG9aroEg%7CCgwI9ZezjQYQyODjnwI%7C?hl=en","102046988543314530039","https://lh3.googleusercontent.com/a-/ALV-UjVb5LPfTAPg0KcNLw1yaLzRbHZo_j38xxlOZC9pSK7bt_Y3OVgqOw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/102046988543314530039?hl=en",,,,,,,,,,,,"Responsiveness, Reliability, Quality, Professionalism, Value",,,,,,,,,,,
"Posso Preschool @ Jurong East","5","Best preschool! Teachers are professional, passionate and patient. The environment is great with spacious indoor and outdoor space. They have rich programs to keep children engaged and learn with funs.
That is one of the the best choices we have ever made to send my kid there who really enjoyed.
It is sad to say goodbye with kid going to primary school while the memory with posso will go a long way.","2021-12-01T11:02:18.756Z","0","M Chen","1","false",,,"en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSURHc2VhRHZnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURHc2VhRHZnRRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDGseaDvgE%7CCgwIuqydjQYQ4Pz26AI%7C?hl=en","109582696671048577289","https://lh3.googleusercontent.com/a/ACg8ocL7dYJIDVuxltSLtjJGW3tVBTaG-838dEDpsL8_jc2YCmrgMw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109582696671048577289?hl=en",,,,,,,,,,,,"Reliability, Professionalism",,,,,,,,,,,
"Posso Preschool @ Jurong East","5",,"2021-12-01T10:41:34.550Z","0","Jian Liu","2","false",,,,"3 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURHc2VxcWNBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURHc2VxcWNBEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDGseqqcA%7CCgwI3qKdjQYQ0LeihgI%7C?hl=en","105077125716305362118","https://lh3.googleusercontent.com/a/ACg8ocK4bZXIEAP3VqPZmMlqnK4iPnmf1rz3fjck-ZGdleUTtlUYEA=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/105077125716305362118?hl=en",,,,,,,,,,,,"Responsiveness, Reliability, Quality, Professionalism, Value",,,,,,,,,,,
"Posso Preschool @ Jurong East","5",,"2018-01-30T07:41:13.853Z","0","Fenny T","3","false",,,,"7 years ago",,"ChZDSUhNMG9nS0VJQ0FnSURRcW9YU09BEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSURRcW9YU09BEAE!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgIDQqoXSOA%7CCgwImcPA0wUQwP7elgM%7C?hl=en","106121282573466374587","https://lh3.googleusercontent.com/a/ACg8ocJykzqaV79gDpLyEijYN25bPxZSxzPCEH5d-v3bSTkQlPZodQ=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/106121282573466374587?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Posso Preschool @ Jurong East","3",,"2017-10-23T05:46:10.426Z","0","Zhaoxin","4","false",,,,"7 years ago",,"ChdDSUhNMG9nS0VJQ0FnSUNBdVBPYXFnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNBdVBPYXFnRRAB!2m1!1s0x0:0xfe55396acb27adf9!3m1!1s2@1:CIHM0ogKEICAgICAuPOaqgE%7CCgwIooS2zwUQgP2QywE%7C?hl=en","104144377089785045306","https://lh3.googleusercontent.com/a/ACg8ocJA2d8PcMxGSpNc57O_7XYZR6jZZZs3Mm6yLImnyHpmaGBdCw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/104144377089785045306?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","4","My daughter has been attending Heaven Schoolhouse@Bukit Purmei School for the 3 years, and I am very pleased with the care she receives. Teachers are kind, attentive, and show a genuine interest in my daughter’s development.","2025-01-15T09:34:24.237Z","0","Yadana Soe","1","false",,,"en","7 months ago",,"ChdDSUhNMG9nS0VJQ0FnSUNfMnVmbm1RRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNfMnVmbm1RRRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgIC_2ufnmQE%7CCgsIoIKevAYQ4LGJcQ%7C?hl=en","111912771931071895884","https://lh3.googleusercontent.com/a/ACg8ocKX4QSh01ZBK45Hm8ATV4TDqlA9o9ognrBfwsLDjcAfE6cV0w=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/111912771931071895884?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5","We are happy and pleased with the education, care, and guidance my son is receiving at Haven Schoolhouse Bukit Purmei. We noticed that he is constantly improving ever since we enrolled him. He is always happy whenever we send and fetch him so we are confident that he is well taken care of by the school. The facilities are well organized and clean. The class schedule, activities, and curriculum are purposeful and well planned for their students' learning growth. We would also like to take this opportunity to express our appreciation to the school Principal, Teachers, Admin, and Staff for their genuine concern and dedication to nurturing their students. Many thanks to Haven Schoolhouse Bukit Purmei. We are excited to see great improvements in our son with your support.","2025-01-10T10:08:53.418Z","0","Rose Frances Retumban","3","false",,,"en","7 months ago",,"ChdDSUhNMG9nS0VJQ0FnSURmcV9uc3pnRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSURmcV9uc3pnRRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgIDfq_nszgE%7CCgwIteODvAYQsJa5xwE%7C?hl=en","108317300375545503083","https://lh3.googleusercontent.com/a-/ALV-UjUIuBn8_y4N2rtixodtc-7VD3LZsfu4Q8bw3b-lroaaEwWANuE=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/108317300375545503083?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5",,"2024-03-14T04:04:54.555Z","0","Olivia May","7","false",,,,"a year ago",,"ChdDSUhNMG9nS0VJQ0FnSUQ5ck1Qamp3RRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUQ5ck1Qamp3RRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgID9rMPjjwE%7CCgwI5u7JrwYQqI-PiQI%7C?hl=en","103694466792336689169","https://lh3.googleusercontent.com/a-/ALV-UjVYMcnK-nYYDd6oJY9PKVhcxwsb3pAfsfsqdEL3Cjx2CfUTQKwq=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/103694466792336689169?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5","Nice place. Great people. My two daughters study here and they are very happy!","2024-01-27T01:19:04.660Z","0","Plle Phattanan","4","false",,,"en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSUROMThHODNBRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROMThHODNBRRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgIDN18G83AE%7CCgwIiLTRrQYQiI7sugI%7C?hl=en","112245625303058241505","https://lh3.googleusercontent.com/a-/ALV-UjXHtyysb7W7XWaR8gWhUMkKKi8tpaQ2T88vVmPyqvtnu0Tw7lBH=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/112245625303058241505?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5","Simply fantastic! The teachers are really involved and passionate in their work, and they prepare so many additional activities for a wider range of learning. Bonus points as it's also cheaper than other schools!","2024-01-27T01:16:29.661Z","0","Gavin Messenger","18","true",,,"en","a year ago",,"ChdDSUhNMG9nS0VJQ0FnSUROMTc3UDdRRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUROMTc3UDdRRRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgIDN177P7QE%7CCgwI7bLRrQYQ0NSguwI%7C?hl=en","106724985279155071620","https://lh3.googleusercontent.com/a-/ALV-UjV7Npt5X51JqMPtpg8pixfg_p3ED0HZo7YCGg7hdCwSYELO8qz8=s1920-c-rp-mo-ba2-br100","https://www.google.com/maps/contrib/106724985279155071620?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5","Dear Teachers of Haven School House @ Bukit Purmei,

I wanted to take the time to express my sincere gratitude for the wonderful care and support you provide for my child, Yee Lai Kit. Your team of dedicated and caring individuals has made a tremendous difference in my child's life, and I am truly grateful for all that you do.

Your child care center is a warm and welcoming place, and my child always looks forward to coming to see the teachers each day. Your staff is kind and attentive, and they truly go above and beyond to ensure that my child feels safe, happy, and supported.

In addition to providing top-notch care, your child care center also offers a wide range of activities and programs that help my child learn and grow in new and exciting ways. Your focus on early childhood education is evident in everything you do, and I am confident that my child has received the best possible care and support while in your care.

Again, thank you for all that you do for my child and for our family. We are truly grateful to have found such a wonderful child care center.","2022-12-13T07:23:48.330Z","0","Chee Yuen Yee","4","false",,,"en","2 years ago",,"ChZDSUhNMG9nS0VJQ0FnSUQtbjRMQ1hBEAE",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChZDSUhNMG9nS0VJQ0FnSUQtbjRMQ1hBEAE!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgID-n4LCXA%7CCgwIhNHgnAYQkOrnnQE%7C?hl=en","109222384593746513956","https://lh3.googleusercontent.com/a/ACg8ocKr1FsIH9-pIpdFGjnrpujcgPPD_zh9DoOeM99GLV9msehEfw=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/109222384593746513956?hl=en",,,,,,,,,,,,,,,,,,,,,,,
"Haven Schoolhouse (Bukit Purmei Preschool)","5","Im son was enrolled in this school.. he had develop better behavior after.. we hope the school will success more and keep up the good work.. btw all the staff there were friendly..","2021-10-26T12:48:46.903Z","0","Salasiah Tukiran","1","false",,,"en","3 years ago",,"ChdDSUhNMG9nS0VJQ0FnSUNHNnN2U3VBRRAB",,,,"Google","https://www.google.com/maps/reviews/data=!4m8!14m7!1m6!2m5!1sChdDSUhNMG9nS0VJQ0FnSUNHNnN2U3VBRRAB!2m1!1s0x0:0xf69067999add3a5f!3m1!1s2@1:CIHM0ogKEICAgICG6svSuAE%7CCgwIrvLfiwYQyMrergM%7C?hl=en","110152350149231793396","https://lh3.googleusercontent.com/a-/ALV-UjUImApYO3LkZLkENvMM_r4_C1P1cllchyDO1AGRbjWEBbO6mNqx=s1920-c-rp-mo-br100","https://www.google.com/maps/contrib/110152350149231793396?hl=en",,,,,,,,,,,,"Communication, Quality, Professionalism, Value",,,,,,,,,,,
